"Building","Block","Zone","Design Capacity (kW)","Design Flow Rate (m3/s)","Total Cooling Load (kW)","Sensible (kW)","Latent (kW)","Air Temperature (°C)","Humidity (%)","Time of Max Cooling","Max Op Temp in Day (°C)","Floor Area (m2)","Volume (m3)","Flow/Floor Area (l/s-m2)","Design Cooling Load Per Floor Area(W/m2)","Outside Dry-Bulb Temperature at Time of Peak Cooling Load(°C)","Glazing Gains (kW)","Wall Gains (kW)","Floor Gains (kW)","Roof and Ceiling Gains (kW)","Ventilation Gains (kW)","Infiltration Gains (kW)","Electric Equipment Gains (kW)","Lighting Gains (kW)","People Gains (kW)","Solar Gains (kW)","Mechanical ventilation fresh air rate (kW)","Fresh air % of supply air (kW)",
"Building 1","Block 1","Zone 1","6.14","0.333","5.34","4.90","0.44","26.00","43.6","Jul 17:00","33.11","37.954","208.748","8.781","161.866","27.66","-0.06","1.03","-0.75","0.29","0.04","0.08","0.49","0.57","0.19","3.07","0.019","5.699","","",
"Building 1","-","Totals","6.14","0.333","5.34","4.90","0.44","26.00","43.6","N/A","33.11","37.954","208.748","8.781","161.866","0.00","-0.06","1.03","-0.75","0.29","0.04","0.08","0.49","0.57","0.19","3.07","0.019","5.699","","",

